來源文字 ID,譯文 — 英文,譯文 — 閩南語（台灣）,譯文 — 中文（繁體）
plugins.publish.label-delete-site-confirmation,Are you sure you want to delete this site?,Are you sure you want to delete this site?,確定要刪除此網站？
plugins.publish.label-delete-site-details,This will immediately and permanently delete your site.,This will immediately and permanently delete your site.,此動作會立即且永久地刪除您的網站。
plugins.publish.label-confirm-delete-site,"Confirm delete site ""{{site}}""","Confirm delete site ""{{site}}""",確認刪除網站「{{site}}」
plugins.publish.option-site-id,Site ID,Site ID,網站 ID
plugins.publish.option-site-id-description,"Your site will be at https://publish.obsidian.md/{site id}. You can change this later. Only lowercase letters, numbers, and dashes are allowed.","Your site will be at https://publish.obsidian.md/{site id}. You can change this later. Only lowercase letters, numbers, and dashes are allowed.",您的網站網址將會是 https://publish.obsidian.md/{站台ID}，稍後可再變更。只允許使用小寫英文字母、數字與連接號。
plugins.publish.option-site-id-placeholder,Pick a site ID,Pick a site ID,挑選網站 ID
plugins.publish.button-create,Create,Create,建立
plugins.publish.msg-invalid-site-id,"Site ID can only contain lowercase letters, numbers, and dashes.","Site ID can only contain lowercase letters, numbers, and dashes.",網站 ID 只允許使用小寫英文字母、數字與連接號。
plugins.publish.msg-site-id-in-use,"This site ID is in use, please try another one.","This site ID is in use, please try another one.",此網站 ID 已被使用。請試試別的 ID。
plugins.publish.msg-create-site-issue,That was an issue when creating your site.,That was an issue when creating your site.,建立網站時發生錯誤。
plugins.publish.label-site-options,Site options,Site options,網站選項
plugins.publish.option-site-general,General,General,一般
plugins.publish.option-site-components,Components,Components,元件
plugins.publish.option-site-appearance,Appearance,Appearance,外觀
plugins.publish.option-site-reading-experience,Reading experience,Reading experience,閱讀體驗
plugins.publish.option-site-misc,Other site settings,Other site settings,其他網站設定
plugins.publish.option-site-name,Site name,Site name,網站名稱
plugins.publish.option-site-name-description,Name of your published site. It will show up in the page title of your site.,Name of your published site. It will show up in the page title of your site.,發佈筆記的網站名稱，將顯示為網站的標題抬頭。
plugins.publish.option-site-name-placeholder,Name of your site,Name of your site,網站命名
plugins.publish.option-home-page-file,Homepage file,Homepage file,首頁檔案
plugins.publish.option-home-page-file-description,The first page the user sees when landing on your published site,The first page the user sees when landing on your published site,您的網站顯示的第一個頁面
plugins.publish.option-home-page-file-placeholder,Pick a published file,Pick a published file,挑選一個已發佈的檔案
plugins.publish.option-logo,Logo,Logo,標誌
plugins.publish.option-logo-description,Pick an image file as your site logo.,Pick an image file as your site logo.,挑選圖片以成為您的網站標誌。
plugins.publish.option-logo-placeholder,Any uploaded image in your vault...,Any uploaded image in your vault...,任何您在儲存庫上傳的圖片……
plugins.publish.option-site-collaboration,Site collaboration,Site collaboration,網站協作
plugins.publish.option-site-collaboration-desc,Manage collaborators for this site.,Manage collaborators for this site.,管理此網站的協作者。
plugins.publish.option-customize-navigation,Customize navigation,Customize navigation,自訂導覽
plugins.publish.option-customize-navigation-desc,Override the order of navigation items and hide pages or folders from showing.,Override the order of navigation items and hide pages or folders from showing.,覆寫導覽項目的排序並隱藏頁面或資料夾。
plugins.publish.option-navigation-order,Navigation item display order,Navigation item display order,導覽項目顯示順序
plugins.publish.option-hide-items-in-navigation,Hide pages or folders from navigation,Hide pages or folders from navigation,從導覽中隱藏頁面或資料夾
plugins.publish.option-hide-items-in-navigation-desc,"Right click and select ""Hide"" to prevent specific pages from appearing in the site navigation. The pages will still be accessible via links or accessing the URL directly.","Right click and select ""Hide"" to prevent specific pages from appearing in the site navigation. The pages will still be accessible via links or accessing the URL directly.",點擊右鍵並選擇「隱藏」以防止特定頁面出現在網站導覽中。頁面仍可透過連結或網址存取。
plugins.publish.option-show-hidden-items,Show hidden,Show hidden,顯示隱藏項目
plugins.publish.button-customize-sidebar,Manage,Manage,管理
plugins.publish.label-navigation-modal-title,Navigation,Navigation,導覽
plugins.publish.label-navigation-modal-desc,Drag and drop to customize the order in which navigation items appear on your Publish site.,Drag and drop to customize the order in which navigation items appear on your Publish site.,拖放以自訂導覽項目在您的 Publish 網站上的顯示順序。
plugins.publish.option-hide-in-navigation,Hide in navigation,Hide in navigation,在導覽中隱藏
plugins.publish.button-manage-collaborators,Manage,Manage,管理
plugins.publish.option-theme,Theme,Theme,樣式主題
plugins.publish.option-theme-description,Choose default color scheme for your site.,Choose default color scheme for your site.,選擇網站預設的顏色方案。
plugins.publish.option-theme-system,Adapt to system,Adapt to system,跟隨作業系統
plugins.publish.option-show-theme-toggle,Light/dark toggle,Light/dark toggle,切換亮色/暗色主題
plugins.publish.option-show-theme-toggle-description,Let the visitor toggle between light and dark theme on their own.,Let the visitor toggle between light and dark theme on their own.,讓訪客自行切換明亮或暗黑主題。
plugins.publish.option-show-navigation,Show navigation,Show navigation,顯示導覽
plugins.publish.option-show-navigation-description,Display a list of all published pages on the left side of your published site.,Display a list of all published pages on the left side of your published site.,在網站左側顯示所有已發佈頁面的清單
plugins.publish.option-show-search,Show search bar,Show search bar,顯示搜尋列
plugins.publish.option-show-search-description,Display a search bar at top of the navigation that lets the visitors search pages and headings on your site.,Display a search bar at top of the navigation that lets the visitors search pages and headings on your site.,在導覽上方顯示搜尋列，讓訪客能搜尋您網站的頁面與標題。
plugins.publish.option-show-graph,Show graph view,Show graph view,顯示關聯圖
plugins.publish.option-show-graph-description,Display a small local graph on each page.,Display a small local graph on each page.,在每個頁面顯示小型本地關聯圖。
plugins.publish.option-show-outline,Show table of contents,Show table of contents,顯示筆記目錄
plugins.publish.option-show-outline-description,Display the outline of headings on each page.,Display the outline of headings on each page.,顯示每個頁面的標題大綱。
plugins.publish.option-show-backlinks,Show backlinks,Show backlinks,顯示反向連結
plugins.publish.option-show-backlinks-description,Show backlink section at the end of each page.,Show backlink section at the end of each page.,在每頁末端顯示反向連結區。
plugins.publish.option-sliding-window-mode,Use sliding windows,Use sliding windows,使用捲動 (sliding) 視窗
plugins.publish.option-sliding-window-mode-description,Open pages in new panes to the right. Allows scrolling through panes horizontally.,Open pages in new panes to the right. Allows scrolling through panes horizontally.,將頁面開啟於窗格右側。允許水平捲動窗格。
plugins.publish.option-hover-preview-file,Show hover preview,Show hover preview,顯示懸停預覽
plugins.publish.option-hover-preview-file-description,Display page preview when hovering links.,Display page preview when hovering links.,當滑鼠懸停於連結上時顯示內容預覽。
plugins.publish.option-hide-title,Hide page title,Hide page title,隱藏頁面標題
plugins.publish.option-hide-title-description,Hide the page title heading. Useful when you have your own headings at the beginning of each page.,Hide the page title heading. Useful when you have your own headings at the beginning of each page.,隱藏頁面標題。適用於您每個頁面皆有設定標題的場景。
plugins.publish.option-readable-line-length,Readable line length,Readable line length,縮減行寬
plugins.publish.option-readable-line-length-description,"Limit maximum line length. Fits less content on the screen, but makes long paragraphs more readable.","Limit maximum line length. Fits less content on the screen, but makes long paragraphs more readable.",限制每行字數，使螢幕顯示的內容減少，但使長段落更具可讀性。
plugins.publish.option-site-password,Passwords,Passwords,密碼
plugins.publish.option-site-password-description,Restrict access to your site with passwords.,Restrict access to your site with passwords.,以密碼限制網站存取。
plugins.publish.option-google-analytics,Google Analytics tracking code,Google Analytics tracking code,Google Analytics 追蹤程式碼
plugins.publish.option-google-analytics-description,Configure Google Analytics for your site. Only available for visitors from your custom domain URL. Please check with your local laws and regulations first.,Configure Google Analytics for your site. Only available for visitors from your custom domain URL. Please check with your local laws and regulations first.,為您的網站設定 Google Analytics，只有透過您的自訂網址瀏覽的訪客才有效。請先確認您當地的法規。
plugins.publish.button-manage-passwords,Manage,Manage,管理
plugins.publish.button-save-site-settings,Save site settings,Save site settings,儲存網站設定
plugins.publish.msg-updated-options,Updated options for your site.,Updated options for your site.,已更新網站選項。
plugins.publish.button-go-back,Back,Back,返回
plugins.publish.label-publishing-to,Publishing to,Publishing to,發佈至
plugins.publish.tooltip-switch-site,Switch site,Switch site,切換網站
